62.6713,0
67.091,40.5144
67.091,44.9026
67.091,47.2666
67.091,48.3092
68.9322,48.3455
68.9322,50.6375
68.9322,49.4169
68.9322,49.0122
68.9322,48.7797
68.9322,49.7106
68.9322,47.788
68.9322,46.5203
68.9322,44.5931
68.9322,45.5341
68.9322,43.7431
68.9322,40.7429
68.9322,44.6661
68.9322,45.2509
68.9322,45.6222
68.9322,47.2259
68.9322,47.5888
68.9322,46.2803
68.9322,46.7327
68.9322,47.5206
68.9322,46.1551
68.9322,42.6692
68.9322,43.7349
68.9322,44.8129
68.9322,43.1755
68.9322,44.3832
68.9322,44.7992
68.9322,43.3658
68.9322,43.8282
68.9322,44.5149
68.9322,42.6588
68.9322,43.5116
68.9322,44.4355
68.9322,44.1622
68.9322,45.1403
68.9322,43.6411
68.9322,44.5064
68.9322,44.7076
68.9322,45.302
68.9322,42.8054
68.9322,44.8393
68.9322,44.0448
68.9322,45.1247
68.9322,44.3579
68.9322,43.4583
68.9322,45.4423
68.9322,44.9338
68.9322,44.6172
68.9322,45.0272
68.9322,43.526
68.9322,42.7635
68.9322,43.3748
68.9322,43.291
68.9322,42.196
68.9322,44.6968
68.9322,43.148
68.9322,44.7381
68.9322,44.7622
68.9322,43.1172
68.9322,42.0504
68.9322,43.3708
68.9322,43.223
68.9322,42.9876
68.9322,43.7436
68.9322,44.3138
68.9322,45.2472
68.9322,45.769
68.9322,45.3873
68.9322,45.3675
68.9322,41.8686
68.9322,43.4456
68.9322,43.3834
68.9322,44.9346
68.9322,46.6248
68.9322,44.188
68.9322,46.0208
68.9322,45.6937
68.9322,44.6352
68.9322,45.3354
68.9322,44.1703
68.9322,44.9971
68.9322,43.7697
68.9322,45.3347
68.9322,43.9959
68.9322,43.0017
68.9322,41.4118
68.9322,44.2628
68.9322,44.1618
68.9322,43.2156
68.9322,45.4394
68.9322,44.0792
68.9322,45.0004
68.9322,43.8977
68.9322,44.4542
68.9322,46.3215
ALL TIME BEST
68.9322,[33; 2; 135; 77; 3; 7]; [48; 34; 96; 22; 64; 6]; [38; 25; 73; 77; 5; 8]; [101; 0; 13; 7; 77; 161]; [12; 4; 92; 171; 77; 6]; [0; 0; 61; 16; 77; 10]; [0; 0; 0; 3; 9; 77]; [73; 13; 55; 8; 77; 7]; [48; 56; 135; 5; 77; 8]; [0; 0; 0; 38; 13; 4]; [56; 18; 53; 19; 77; 10]; [109; 6; 84; 6; 77; 171]; [0; 0; 0; 6; 26; 161]; [115; 69; 84; 39; 64; 22]; [0; 0; 0; 64; 14; 161]; [34; 43; 48; 2; 161; 77]; [91; 73; 130; 43; 7; 161]; [55; 9; 0; 7; 77; 171]; [53; 21; 5; 38; 13; 157]; [51; 20; 11; 64; 42; 139]; [80; 13; 12; 5; 77; 171]; [0; 0; 0; 7; 9; 77]; [1; 45; 123; 17; 6; 161]; [0; 0; 0; 5; 64; 161]; [86; 32; 119; 2; 10; 77]; [29; 36; 68; 61; 64; 15]; [73; 66; 4; 10; 64; 22]; [4; 32; 27; 15; 64; 78]; [86; 9; 25; 10; 77; 10]; [61; 47; 169; 4; 77; 161]; [111; 55; 19; 15; 77; 10]; [0; 0; 0; 77; 11; 3]; [0; 0; 0; 161; 64; 5]; [0; 0; 0; 10; 2; 77]; [2; 30; 106; 2; 10; 77]; [0; 0; 0; 4; 77; 171]; [7; 0; 0; 64; 22; 2]; 